"< 자 료 >
 1. 보유주식 ㈜A
 ①  2014년 5월 1일에 ㈜투자는 비상장법인 ㈜A의 주식 1,800주(주당 액면가액: 5,000원)를 주당 10,000원에 취득하였다. ㈜A에 대한 지분율은 10%이다. 
 ②  ㈜투자는 2018년에 ㈜A의 잉여금 자본전입으로 인한 무상주 500주를 수령하였으며, 그 내역은 다음과 같다. 
자본전입결의일무상주식수무상주 재원2018.7.1.300주건물의 재평가적립금
(재평가세율: 3%)2018.9.1.200주자기주식처분이익
 ③  ㈜A가 유상감자를 실시함에 따라 ㈜투자는 보유주식 중 400주를 반환하고, 감자대가로 주당 21,000원의 현금을 2019년 3월 15일(자본감소결의일: 2019년 3월 2일)에 수령하였다. 이에 대한 ㈜투자의 회계처리는 다음과 같다. ㈜A의 주식취득 이후 해당 주식에 대한 공정가치평가는 없었다. 
  (차) 현금 8,400,000     (대) 금융자산  8,400,000
 2.  보유주식 ㈜B
 ①  2018년 2월 1일에 ㈜투자는 비상장법인 ㈜B의 주식 20,000주를 취득하였다. ㈜B에 대한 지분율은 10%이다.   
 ②  2019년 7월 1일에 ㈜투자는 잉여금 자본전입으로 인한 무상주 10,000주를 수령하였다. 잉여금 자본전입결의일은 2019년 6월 1일이다.
 ③  자본전입결의일 현재 ㈜B의 발행주식총수는 200,000주(주당 액면가액: 5,000원)이며, 자기주식수는 40,000주이다.
"
